team_ct_player1_is_alive,team_ct_player1_equipment_value,team_ct_player1_equipped_weapon,team_ct_player1_has_helmet,team_ct_player1_has_kevlar,team_ct_player1_hp,team_ct_player1_has_defuse_kit,team_ct_player2_is_alive,team_ct_player2_equipment_value,team_ct_player2_equipped_weapon,team_ct_player2_has_helmet,team_ct_player2_has_kevlar,team_ct_player2_hp,team_ct_player2_has_defuse_kit,team_ct_player3_is_alive,team_ct_player3_equipment_value,team_ct_player3_equipped_weapon,team_ct_player3_has_helmet,team_ct_player3_has_kevlar,team_ct_player3_hp,team_ct_player3_has_defuse_kit,team_ct_player4_is_alive,team_ct_player4_equipment_value,team_ct_player4_equipped_weapon,team_ct_player4_has_helmet,team_ct_player4_has_kevlar,team_ct_player4_hp,team_ct_player4_has_defuse_kit,team_ct_player5_is_alive,team_ct_player5_equipment_value,team_ct_player5_equipped_weapon,team_ct_player5_has_helmet,team_ct_player5_has_kevlar,team_ct_player5_hp,team_ct_player5_has_defuse_kit,team_t_player1_is_alive,team_t_player1_equipment_value,team_t_player1_equipped_weapon,team_t_player1_has_helmet,team_t_player1_has_kevlar,team_t_player1_hp,team_t_player2_is_alive,team_t_player2_equipment_value,team_t_player2_equipped_weapon,team_t_player2_has_helmet,team_t_player2_has_kevlar,team_t_player2_hp,team_t_player3_is_alive,team_t_player3_equipment_value,team_t_player3_equipped_weapon,team_t_player3_has_helmet,team_t_player3_has_kevlar,team_t_player3_hp,team_t_player4_is_alive,team_t_player4_equipment_value,team_t_player4_equipped_weapon,team_t_player4_has_helmet,team_t_player4_has_kevlar,team_t_player4_hp,team_t_player5_is_alive,team_t_player5_equipment_value,team_t_player5_equipped_weapon,team_t_player5_has_helmet,team_t_player5_has_kevlar,team_t_player5_hp,team_ct_wins_round,map_id,elapsed_since_bombplant,bombplant_site,round_number,round_of_half,rounds_per_half
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,1.002192,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,2.004383,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,3.006575,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,4.008767,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,5.010959,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,6.01315,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,7.015342,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,8.017533,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,9.019725,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,10.02192,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,11.02411,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,12.0263,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,13.02849,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,14.03068,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,15.03288,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,16.03507,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,17.03726,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,18.03945,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,19.04164,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,True,850,P2000,False,True,96,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,20.04383,B,1,1,15
True,500,USP,False,False,25,False,False,900,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,1150,Unknown,False,False,0,False,True,850,Glock,False,True,49,True,850,Glock,False,True,26,False,850,Unknown,False,False,0,True,850,P2000,False,True,32,False,1000,Unknown,False,False,0,False,de_nuke,21.04603,B,1,1,15
