team_ct_player1_is_alive,team_ct_player1_equipment_value,team_ct_player1_equipped_weapon,team_ct_player1_has_helmet,team_ct_player1_has_kevlar,team_ct_player1_hp,team_ct_player1_has_defuse_kit,team_ct_player2_is_alive,team_ct_player2_equipment_value,team_ct_player2_equipped_weapon,team_ct_player2_has_helmet,team_ct_player2_has_kevlar,team_ct_player2_hp,team_ct_player2_has_defuse_kit,team_ct_player3_is_alive,team_ct_player3_equipment_value,team_ct_player3_equipped_weapon,team_ct_player3_has_helmet,team_ct_player3_has_kevlar,team_ct_player3_hp,team_ct_player3_has_defuse_kit,team_ct_player4_is_alive,team_ct_player4_equipment_value,team_ct_player4_equipped_weapon,team_ct_player4_has_helmet,team_ct_player4_has_kevlar,team_ct_player4_hp,team_ct_player4_has_defuse_kit,team_ct_player5_is_alive,team_ct_player5_equipment_value,team_ct_player5_equipped_weapon,team_ct_player5_has_helmet,team_ct_player5_has_kevlar,team_ct_player5_hp,team_ct_player5_has_defuse_kit,team_t_player1_is_alive,team_t_player1_equipment_value,team_t_player1_equipped_weapon,team_t_player1_has_helmet,team_t_player1_has_kevlar,team_t_player1_hp,team_t_player2_is_alive,team_t_player2_equipment_value,team_t_player2_equipped_weapon,team_t_player2_has_helmet,team_t_player2_has_kevlar,team_t_player2_hp,team_t_player3_is_alive,team_t_player3_equipment_value,team_t_player3_equipped_weapon,team_t_player3_has_helmet,team_t_player3_has_kevlar,team_t_player3_hp,team_t_player4_is_alive,team_t_player4_equipment_value,team_t_player4_equipped_weapon,team_t_player4_has_helmet,team_t_player4_has_kevlar,team_t_player4_hp,team_t_player5_is_alive,team_t_player5_equipment_value,team_t_player5_equipped_weapon,team_t_player5_has_helmet,team_t_player5_has_kevlar,team_t_player5_hp,team_ct_wins_round,map_id,elapsed_since_bombplant,bombplant_site,round_number,round_of_half,rounds_per_half
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,100,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,True,850,USP,False,True,100,True,900,Glock,False,False,100,True,850,USP,False,True,30,False,de_train,1.002471,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,True,850,USP,False,True,100,True,900,Glock,False,False,100,True,850,USP,False,True,30,False,de_train,2.004942,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,True,850,USP,False,True,85,True,900,Glock,False,False,100,True,850,USP,False,True,30,False,de_train,3.007413,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,False,850,Unknown,False,False,0,True,900,Glock,False,False,100,True,850,USP,False,True,30,False,de_train,4.009884,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,False,850,Unknown,False,False,0,True,900,Glock,False,False,100,True,850,USP,False,True,30,False,de_train,5.012355,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,False,850,Unknown,False,False,0,True,900,Glock,False,False,100,True,850,USP,False,True,30,False,de_train,6.014826,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,False,850,Unknown,False,False,0,True,900,Glock,False,False,100,True,850,USP,False,True,30,False,de_train,7.017297,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,False,850,Unknown,False,False,0,True,900,Glock,False,False,100,True,850,USP,False,True,30,False,de_train,8.019768,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,False,850,Unknown,False,False,0,True,900,Glock,False,False,100,True,850,USP,False,True,30,False,de_train,9.022239,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,False,850,Unknown,False,False,0,True,900,Glock,False,False,100,True,850,USP,False,True,30,False,de_train,10.02471,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,False,850,Unknown,False,False,0,True,900,Glock,False,False,100,True,850,USP,False,True,30,False,de_train,11.02718,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,False,850,Unknown,False,False,0,True,900,Glock,False,False,100,True,850,USP,False,True,30,False,de_train,12.02965,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,False,850,Unknown,False,False,0,True,900,Glock,False,False,100,True,850,USP,False,True,30,False,de_train,13.03212,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,False,850,Unknown,False,False,0,True,900,Glock,False,False,100,True,850,USP,False,True,15,False,de_train,14.03459,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,False,850,Unknown,False,False,0,True,900,Glock,False,False,100,True,850,USP,False,True,15,False,de_train,15.03706,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,False,850,Unknown,False,False,0,True,900,Glock,False,False,100,True,850,USP,False,True,15,False,de_train,16.03954,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,False,850,Unknown,False,False,0,True,900,Glock,False,False,100,True,850,USP,False,True,15,False,de_train,17.04201,A,5,5,15
False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,False,850,Unknown,False,False,0,False,True,850,USP,False,True,85,False,True,1250,Glock,False,True,68,False,950,Unknown,False,False,0,False,850,Unknown,False,False,0,True,900,Glock,False,False,100,True,850,USP,False,True,15,False,de_train,18.04448,A,5,5,15
True,3750,MP9,True,True,100,True,True,5650,Knife,False,True,77,True,False,4200,Unknown,False,False,0,False,False,3700,Unknown,False,False,0,False,True,4500,AK47,True,True,100,False,False,5000,Unknown,False,False,0,True,5000,AK47,True,True,100,True,4400,AK47,True,True,100,True,5100,AK47,True,True,95,True,4600,AK47,True,True,100,False,de_train,0.7518532,A,9,9,15
True,3750,MP9,True,True,100,True,True,5650,M4A4,False,True,77,True,False,4200,Unknown,False,False,0,False,False,3700,Unknown,False,False,0,False,True,4500,AK47,True,True,100,False,False,5000,Unknown,False,False,0,True,5000,AK47,True,True,100,False,4400,Unknown,False,False,0,True,5100,AK47,True,True,95,True,4600,AK47,True,True,100,False,de_train,1.754324,A,9,9,15
True,3750,MP9,True,True,100,True,True,5650,M4A4,False,True,77,True,False,4200,Unknown,False,False,0,False,False,3700,Unknown,False,False,0,False,True,4500,Knife,True,True,100,False,False,5000,Unknown,False,False,0,True,5000,AK47,True,True,100,False,4400,Unknown,False,False,0,True,5100,AK47,True,True,95,True,4600,AK47,True,True,100,False,de_train,2.756795,A,9,9,15
True,3750,MP9,True,True,100,True,True,5650,M4A4,False,True,77,True,False,4200,Unknown,False,False,0,False,False,3700,Unknown,False,False,0,False,True,4500,AK47,True,True,100,False,False,5000,Unknown,False,False,0,True,5000,AK47,True,True,100,False,4400,Unknown,False,False,0,True,5100,Flash,True,True,95,True,4600,AK47,True,True,100,False,de_train,3.759266,A,9,9,15
True,5100,USP,True,True,100,True,True,5650,M4A4,False,True,77,True,False,4200,Unknown,False,False,0,False,False,3700,Unknown,False,False,0,False,True,4500,AK47,True,True,100,False,False,5000,Unknown,False,False,0,True,5000,AK47,True,True,100,False,4400,Unknown,False,False,0,True,5100,AK47,True,True,95,True,4600,AK47,True,True,100,False,de_train,4.761737,A,9,9,15
