team_ct_wins_round,map_id,elapsed_since_bombplant,bombplant_site,round_number,round_of_half,rounds_per_half,team_ct_player1_is_alive,team_ct_player1_equipped_weapon,team_ct_player1_has_helmet,team_ct_player1_has_kevlar,team_ct_player1_hp,team_ct_player1_equipment_value,team_ct_player1_has_defuse_kit,team_ct_player2_is_alive,team_ct_player2_equipped_weapon,team_ct_player2_has_helmet,team_ct_player2_has_kevlar,team_ct_player2_hp,team_ct_player2_equipment_value,team_ct_player2_has_defuse_kit,team_ct_player3_is_alive,team_ct_player3_equipped_weapon,team_ct_player3_has_helmet,team_ct_player3_has_kevlar,team_ct_player3_hp,team_ct_player3_equipment_value,team_ct_player3_has_defuse_kit,team_ct_player4_is_alive,team_ct_player4_equipped_weapon,team_ct_player4_has_helmet,team_ct_player4_has_kevlar,team_ct_player4_hp,team_ct_player4_equipment_value,team_ct_player4_has_defuse_kit,team_ct_player5_is_alive,team_ct_player5_equipped_weapon,team_ct_player5_has_helmet,team_ct_player5_has_kevlar,team_ct_player5_hp,team_ct_player5_equipment_value,team_ct_player5_has_defuse_kit,team_t_player1_is_alive,team_t_player1_equipped_weapon,team_t_player1_has_helmet,team_t_player1_has_kevlar,team_t_player1_hp,team_t_player1_equipment_value,team_t_player2_is_alive,team_t_player2_equipped_weapon,team_t_player2_has_helmet,team_t_player2_has_kevlar,team_t_player2_hp,team_t_player2_equipment_value,team_t_player3_is_alive,team_t_player3_equipped_weapon,team_t_player3_has_helmet,team_t_player3_has_kevlar,team_t_player3_hp,team_t_player3_equipment_value,team_t_player4_is_alive,team_t_player4_equipped_weapon,team_t_player4_has_helmet,team_t_player4_has_kevlar,team_t_player4_hp,team_t_player4_equipment_value,team_t_player5_is_alive,team_t_player5_equipped_weapon,team_t_player5_has_helmet,team_t_player5_has_kevlar,team_t_player5_hp,team_t_player5_equipment_value
False,de_mirage,11.01126,A,3,3,15,True,USP,False,True,100,850,False,True,USP,False,True,100,850,False,True,USP,False,False,100,900,True,True,USP,False,True,100,850,False,False,Unknown,False,False,0,850,False,True,Glock,False,False,100,900,True,Glock,False,True,86,850,True,Glock,False,True,100,850,True,USP,False,True,100,850,True,Glock,False,True,100,900
False,de_mirage,12.01229,A,3,3,15,True,USP,False,True,100,850,False,True,USP,False,True,100,850,False,True,USP,False,False,100,900,True,True,USP,False,True,100,850,False,False,Unknown,False,False,0,850,False,True,Glock,False,False,30,900,True,Glock,False,True,86,850,True,Glock,False,True,100,850,True,USP,False,True,100,850,True,Glock,False,True,100,900
False,de_mirage,13.01331,A,3,3,15,False,Unknown,False,False,0,850,False,True,USP,False,True,100,850,False,True,USP,False,False,100,900,True,True,USP,False,True,100,850,False,False,Unknown,False,False,0,850,False,True,Flash,False,False,30,900,True,Glock,False,True,86,850,True,Glock,False,True,100,850,True,USP,False,True,100,850,True,Glock,False,True,100,900
False,de_mirage,14.01434,A,3,3,15,False,Unknown,False,False,0,850,False,True,USP,False,True,100,850,False,True,USP,False,False,100,900,True,True,USP,False,True,100,850,False,False,Unknown,False,False,0,850,False,True,Flash,False,False,30,900,True,Glock,False,True,86,850,True,Glock,False,True,100,850,True,USP,False,True,100,850,True,Glock,False,True,100,900
False,de_mirage,15.01536,A,3,3,15,False,Unknown,False,False,0,850,False,True,USP,False,True,100,850,False,True,Smoke,False,False,100,900,True,True,USP,False,True,100,850,False,False,Unknown,False,False,0,850,False,True,Flash,False,False,30,900,True,Glock,False,True,86,850,True,Glock,False,True,100,850,True,USP,False,True,100,850,True,Glock,False,True,100,900
False,de_mirage,16.01638,A,3,3,15,False,Unknown,False,False,0,850,False,True,USP,False,True,100,850,False,True,USP,False,False,100,900,True,True,USP,False,True,100,850,False,False,Unknown,False,False,0,850,False,True,Flash,False,False,30,900,True,Glock,False,True,86,850,True,Glock,False,True,100,850,True,USP,False,True,100,850,True,Glock,False,True,100,900
False,de_mirage,17.01741,A,3,3,15,False,Unknown,False,False,0,850,False,True,USP,False,True,100,850,False,True,USP,False,False,100,900,True,True,USP,False,True,100,850,False,False,Unknown,False,False,0,850,False,True,Flash,False,False,30,900,True,Glock,False,True,86,850,True,Glock,False,True,100,850,True,USP,False,True,100,850,True,Glock,False,True,100,900
False,de_mirage,18.01843,A,3,3,15,False,Unknown,False,False,0,850,False,True,USP,False,True,100,850,False,True,Knife,False,False,100,900,True,True,USP,False,True,100,850,False,False,Unknown,False,False,0,850,False,True,Flash,False,False,30,900,True,Glock,False,True,86,850,True,Glock,False,True,100,850,True,USP,False,True,100,850,True,Glock,False,True,100,900
False,de_mirage,19.01945,A,3,3,15,False,Unknown,False,False,0,850,False,True,USP,False,True,100,850,False,True,Knife,False,False,46,900,True,True,USP,False,True,100,850,False,False,Unknown,False,False,0,850,False,True,Knife,False,False,30,900,True,Glock,False,True,86,850,True,Glock,False,True,100,850,True,USP,False,True,93,850,True,Glock,False,True,100,900
False,de_mirage,20.02048,A,3,3,15,False,Unknown,False,False,0,850,False,True,USP,False,True,100,850,False,True,Knife,False,False,46,900,True,True,USP,False,True,100,850,False,False,Unknown,False,False,0,850,False,True,Knife,False,False,30,900,True,Glock,False,True,86,850,False,Unknown,False,False,0,850,True,USP,False,True,93,850,True,Glock,False,True,100,900
False,de_mirage,21.0215,A,3,3,15,False,Unknown,False,False,0,850,False,False,Unknown,False,False,0,850,False,True,Knife,False,False,46,900,True,True,USP,False,True,100,850,False,False,Unknown,False,False,0,850,False,True,Glock,False,False,30,900,True,Glock,False,True,86,850,False,Unknown,False,False,0,850,True,USP,False,True,93,850,True,Glock,False,True,100,900
False,de_mirage,22.02253,A,3,3,15,False,Unknown,False,False,0,850,False,False,Unknown,False,False,0,850,False,True,USP,False,False,46,900,True,True,USP,False,True,100,850,False,False,Unknown,False,False,0,850,False,True,Glock,False,False,30,900,True,Glock,False,True,86,850,False,Unknown,False,False,0,850,True,USP,False,True,93,850,True,Glock,False,True,100,900
False,de_mirage,0.078205,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,CZ,False,True,100,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,True,Gallil,True,True,100,3700,True,AK47,True,True,94,4500,True,Gallil,True,True,100,3500,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,1.079229,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,CZ,False,True,100,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,True,Gallil,True,True,100,3500,True,AK47,True,True,94,4500,True,Gallil,True,True,100,3500,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,2.080253,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,CZ,False,True,78,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,True,Gallil,True,True,24,3500,True,AK47,True,True,94,4500,True,Gallil,True,True,100,3500,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,3.081277,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,CZ,False,True,34,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,3500,True,Glock,True,True,94,4500,True,Glock,True,True,100,3500,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,4.082301,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,CZ,False,True,34,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,3500,True,Knife,True,True,94,4500,True,USP,True,True,100,3200,True,Knife,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,5.083325,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,CZ,False,True,34,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,3500,True,Knife,True,True,94,4800,True,USP,True,True,100,3200,True,Knife,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,6.084349,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,Smoke,False,True,34,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,3500,True,HE,True,True,94,4800,True,Knife,True,True,100,3200,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,7.085373,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,Smoke,False,True,34,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,3500,True,AK47,True,True,94,4800,True,Knife,True,True,100,3200,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,8.086397,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,Smoke,False,True,34,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,3500,True,AK47,True,True,94,4800,True,Gallil,True,True,100,3200,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,9.08742,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,CZ,False,True,34,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,3500,True,AK47,True,True,94,4800,True,Gallil,True,True,100,3200,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,10.08844,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,CZ,False,True,34,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,3500,True,HE,True,True,94,4800,True,Gallil,True,True,100,3200,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,11.08947,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,CZ,False,True,34,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,3500,True,HE,True,True,94,4800,True,Gallil,True,True,100,3200,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,12.09049,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,CZ,False,True,34,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,3500,True,HE,True,True,94,4800,True,USP,True,True,100,3200,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,13.09152,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,CZ,False,True,34,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,3500,True,AK47,True,True,94,4800,True,Gallil,True,True,100,3200,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,14.09254,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,CZ,False,True,34,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,3500,True,AK47,True,True,94,4800,True,Gallil,True,True,100,3200,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,15.09356,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,CZ,False,True,34,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,3500,True,AK47,True,True,94,4800,True,Gallil,True,True,100,3200,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,16.09459,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,CZ,False,True,34,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,3500,True,AK47,True,True,94,4800,True,Gallil,True,True,100,3200,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
False,de_mirage,17.09561,B,4,4,15,False,Unknown,False,False,0,1450,False,False,Unknown,False,False,0,1700,False,True,CZ,False,True,34,1450,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,1500,False,False,Unknown,False,False,0,3500,True,AK47,True,True,94,4800,True,Gallil,True,True,100,3200,True,AK47,True,True,62,4700,False,Unknown,False,False,0,3800
True,de_mirage,0.281538,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,Knife,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,True,Knife,True,True,50,5400,False,Unknown,False,False,0,4600
True,de_mirage,1.282562,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,M4A4,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,True,AK47,True,True,50,5400,False,Unknown,False,False,0,4600
True,de_mirage,2.283586,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,M4A4,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,True,AK47,True,True,50,5400,False,Unknown,False,False,0,4600
True,de_mirage,3.28461,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,M4A4,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,True,AK47,True,True,50,5400,False,Unknown,False,False,0,4600
True,de_mirage,4.285634,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,M4A4,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,True,AK47,True,True,50,5400,False,Unknown,False,False,0,4600
True,de_mirage,5.286658,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,M4A4,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,True,AK47,True,True,50,5400,False,Unknown,False,False,0,4600
True,de_mirage,6.287682,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,M4A4,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,True,Knife,True,True,29,5400,False,Unknown,False,False,0,4600
True,de_mirage,7.288706,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,Molotov,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,True,HE,True,True,8,5400,False,Unknown,False,False,0,4600
True,de_mirage,8.28973,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,Molotov,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,True,Smoke,True,True,8,5400,False,Unknown,False,False,0,4600
True,de_mirage,9.290753,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,M4A4,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,True,AK47,True,True,8,5400,False,Unknown,False,False,0,4600
True,de_mirage,10.29178,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,M4A4,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,True,AK47,True,True,8,5400,False,Unknown,False,False,0,4600
True,de_mirage,11.2928,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,M4A4,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,True,AK47,True,True,8,5400,False,Unknown,False,False,0,4600
True,de_mirage,12.29383,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,M4A4,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,True,HE,True,True,8,5400,False,Unknown,False,False,0,4600
True,de_mirage,13.29485,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,M4A4,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,True,AK47,True,True,8,5400,False,Unknown,False,False,0,4600
True,de_mirage,14.29587,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,M4A4,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,True,AK47,True,True,8,5400,False,Unknown,False,False,0,4600
True,de_mirage,15.2969,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,USP,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,False,Unknown,False,False,0,5400,False,Unknown,False,False,0,4600
True,de_mirage,16.29792,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,M4A4,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,False,Unknown,False,False,0,5400,False,Unknown,False,False,0,4600
True,de_mirage,17.29895,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,USP,True,True,73,4700,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,False,Unknown,False,False,0,5400,False,Unknown,False,False,0,4600
True,de_mirage,18.29997,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,USP,True,True,73,5950,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,False,Unknown,False,False,0,5400,False,Unknown,False,False,0,4600
True,de_mirage,19.30099,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,Knife,True,True,73,6150,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,False,Unknown,False,False,0,5400,False,Unknown,False,False,0,4600
True,de_mirage,20.30202,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,Knife,True,True,73,6150,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,False,Unknown,False,False,0,5400,False,Unknown,False,False,0,4600
True,de_mirage,21.30304,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,Knife,True,True,73,6150,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,False,Unknown,False,False,0,5400,False,Unknown,False,False,0,4600
True,de_mirage,22.30407,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,Knife,True,True,73,6150,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,False,Unknown,False,False,0,5400,False,Unknown,False,False,0,4600
True,de_mirage,23.30509,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,Knife,True,True,73,6150,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,False,Unknown,False,False,0,5400,False,Unknown,False,False,0,4600
True,de_mirage,24.30611,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,Knife,True,True,73,6150,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,False,Unknown,False,False,0,5400,False,Unknown,False,False,0,4600
True,de_mirage,25.30714,B,6,6,15,False,Unknown,False,False,0,4550,False,False,Unknown,False,False,0,4700,False,True,Knife,True,True,73,6150,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,4500,False,False,Unknown,False,False,0,5000,False,Unknown,False,False,0,6950,False,Unknown,False,False,0,4600,False,Unknown,False,False,0,5400,False,Unknown,False,False,0,4600
